HE01	HE02	HE03	HE04	HE05	HE06	HE07	HE08	HE09	HE10	HE11	HE12	HE13	HE14	HE15	HE16	HE17	HE18	HE19	HE20	HE21	HE22	HE23	HE24	
2055.53	1963.05	1916.57	1898.965	1978.287	2185.049	2408.964	2692.02	2743.853	2802.355	2809.286	2824.006	2806.729	2850.294	2879.182	2951.978	2979.501	2925.445	2840.13	2805.86	2829.337	2722.982	2529.368	2296.383	
2158.869	2057.528	2034.859	1998.472	2066.504	2248.135	2556.3	2771.419	2913.918	2998.996	3038.179	3057.581	3108.596	3075.202	3041.893	3024.913	3066.149	3013.08	2883.264	2850.395	2826.557	2696.068	2548.057	2390.293	
2212.523	2132.69	2091.844	2007.291	2002.709	2034.683	2083.741	2164.316	2421.786	2552.936	2586.795	2634.214	2618.335	2549.078	2527.952	2459.571	2511.973	2484.656	2491.807	2477.239	2517.635	2489.246	2358.546	2229.325	
2083.266	2002.319	1958.88	1897.964	1922.409	1948.349	1950.028	2036.357	2167.538	2239.975	2310.489	2292.821	2304.179	2324.642	2334.342	2306.35	2361.307	2389.721	2400.459	2427.628	2582.691	2478.382	2358.228	2157.083	
2004.916	1946.671	1920.763	1885.139	1989.124	2179.647	2461.269	2649.416	2760.073	2801.712	2823.27	2879.054	2976.475	3022.601	3048.155	3065.611	3110.97	3101.867	2992	2907.339	2912.088	2818.288	2536.277	2370.917	
2181.858	2053.249	2021.033	2039.817	2037.494	2262.633	2541.237	2775.488	2932.498	3061.727	3106.895	3202.062	3206.685	3256.419	3359.991	3388.834	3417.181	3429.574	3298.877	3203.306	3232.937	3054.006	2792.425	2576.752	
2353.217	2223.33	2176.671	2113.267	2134.507	2266.742	2597.507	2764.418	2853.642	2899.258	2875.142	2914.132	2888.596	2858.748	2872.667	2836.147	2851.587	2849.185	2802.167	2724.488	2753.881	2624.045	2426.459	2242.445	
2077.523	1981.896	1941.11	1927.471	1967.577	2147.362	2489.896	2716.944	2822.115	2848.397	2912.513	2866.321	2877.514	2888.091	2849.031	2873.358	2872.255	2909.242	2833.325	2828.254	2814.842	2657.215	2491.654	2315.095	
2161.741	2075.97	2011.717	2023.748	2059.078	2247.125	2597.276	2787.272	2866.394	2960.341	2926.979	2924.516	2892.486	2849.952	2831.222	2793.022	2803.964	2817.105	2752.323	2783.395	2729.381	2596.806	2474.381	2313.49	
2206.795	2101.964	2048.198	2019.801	1988.208	2035.638	2125.612	2230.112	2429.134	2516.95	2562.022	2593.932	2511.668	2541.338	2468.377	2392.076	2390.226	2415.015	2435.093	2451.512	2530.828	2452.327	2388.338	2274.305	
2119.52	2076.156	2001.592	1947.464	1961.537	1982.072	2019.221	2124.267	2269.53	2384.809	2447.144	2503.777	2496.209	2516.815	2464.51	2472.193	2491.217	2508.792	2535.436	2539.697	2641.293	2552.228	2383.069	2244.102	
2065.811	1987.051	1987.436	1964.779	2083.787	2265.062	2601.984	2819.38	2898.764	2957.546	2946.801	2979.879	2949.158	2977.786	3006.362	3047.432	3116.303	3181.515	3082.873	3076.064	2989.46	2821.187	2549.209	2334.914	
2176.8	2067.99	2032.338	2017.782	2061.172	2306.848	2623.217	2858.068	2969.437	3007.676	3041.753	3009.494	3026.485	3064.896	3029.196	3052.563	3098.577	3060.087	2933.078	2867.294	2854.401	2729.96	2442.753	2311.821	
2148.529	2004.991	1993.128	1969.122	2032.329	2213.852	2540.459	2739.273	2876.773	2900.791	2910.084	2927.25	2890.793	2900.456	2881.327	2891.755	2866.44	2902.786	2824.781	2787.966	2817.185	2671.036	2483.24	2290.799	
2154.043	2039.196	1985.577	1999.767	2052.876	2243.97	2577.752	2820.453	2907.573	2932.058	2920.307	2929.143	2924.699	2872.059	2910.575	2867.086	2844.516	2910.048	2834.555	2838.838	2833.307	2679.454	2529.431	2349.016	
2171.562	2057.751	2035.535	2026.869	2095.839	2271.463	2599.449	2787.759	2933.806	2963.904	2994.672	3002.144	2981.604	2971.429	2937.013	2891.725	2928.42	2877.282	2827.793	2706.253	2709.409	2661.307	2537.902	2375.393	
2239.302	2111.678	2120.437	2056.297	2060.131	2124.572	2170.41	2248.948	2388.435	2498.903	2542.882	2540.957	2518.814	2473.828	2436.026	2385.465	2378.738	2376.805	2394.902	2377.785	2517.311	2505.507	2390.921	2281.446	
2154.738	2060.638	2015.371	1993.133	1952.099	2002.757	2004.151	2073.387	2205.626	2310.362	2356.985	2401.701	2349.001	2358.173	2341.688	2358.965	2368.89	2376.949	2380.243	2437.017	2540.862	2544.667	2401.272	2257.207	
2063.193	2004.339	1956.138	1976.275	2034.67	2256.803	2505.035	2744.348	2828.019	2853.935	2927.265	2919.956	2927.084	2905.718	2921.231	2893.865	2927.442	2897.478	2832.236	2786.651	2814.792	2722.628	2540.921	2306.967	
2141.536	2081.286	1992.079	2004.689	2063.154	2257.004	2597.348	2810.814	2910.243	2951.477	2922.099	2934.993	2899.209	2894.862	2913.428	2904.256	2875.581	2890.735	2779.036	2762.076	2737.795	2709.171	2484.96	2306.98	
2135.838	2081.861	1971.184	1999.14	2055.041	2262.891	2565.417	2822.348	2928.247	2968.266	2967.614	2958.997	3017.819	2983.591	2996.447	2968.685	2994.678	2942.199	2871.969	2862.879	2805.837	2725.304	2529.917	2315.108	
2177.869	2093.621	2000.77	2035.437	2042.941	2259.341	2563.209	2834.893	2917.652	2932.185	3002.232	2965.307	2995.241	2966.453	2971.544	2960.975	2958.206	2972.803	2851.949	2803.061	2809.892	2722.25	2534.93	2322.061	
2165.856	2082.305	2025.418	2012.929	2081.399	2244.801	2602.112	2851.025	2959.427	3055.865	3053.084	3087.37	3105.578	3081.82	3072.724	3046.512	3012.562	3024.053	2908.074	2797.151	2719.98	2661.424	2485.476	2336.314	
2184.458	2094.71	1981.427	2000.015	1957.253	1973.119	1999.643	2168.662	2332.922	2485.76	2545.418	2587.359	2607.124	2597.293	2601.609	2567.29	2503.355	2497.187	2455.835	2455.07	2515.699	2474.762	2385.879	2232.611	
2107.934	2021.815	1969.787	1949.818	1922.224	1971.004	2005.037	2049.587	2186.799	2303.669	2359.328	2375.818	2401.787	2356.451	2394.759	2346.348	2343.547	2384.428	2410.184	2465.485	2577.828	2582.053	2465.553	2248.117	
2131.264	2058.58	2030.235	2065.414	2117.033	2359.117	2642.461	2828.427	2876.157	2863.283	2851.163	2847.48	2827.869	2804.776	2815.146	2821.351	2826.265	2813.613	2760.938	2706.814	2698.318	2654.152	2475.459	2310.57	
2114.006	2043.125	1951.649	1962.752	2025.385	2218.956	2514.959	2763.79	2883.063	2907.659	2931.969	2926.594	2967.17	2929.66	2959.906	2921.195	2907.606	2882.513	2869.857	2773.357	2774.337	2702.498	2501.333	2302.804	
2180.81	2051.108	2033.008	2013.327	2062.547	2250.383	2604.509	2782.784	2953.049	2915.668	2864.371	2916.91	2864.973	2884.846	2847.792	2864.462	2886.073	2890.919	2787.102	2764.857	2721.81	2628.796	2425.991	2275.108	
2105.405	2005.774	1953.224	1967.577	2006.985	2195.33	2478.174	2743.232	2815.75	2887.242	2877.026	2851.426	2855.124	2894.474	2852.856	2905.545	2931.336	2927.238	2776.797	2719.64	2702.039	2664.951	2457.554	2279.758	
2107.165	2008.698	1970.827	1923.285	1997.582	2171.12	2437.603	2700.223	2790.943	2899.348	2936.012	2934.647	2919.11	2956.599	2955.193	2978.142	3014.667	2958.036	2772.931	2669.587	2676.827	2581.466	2445.599	2311.786	
2132.797	2088.839	1993.655	1984.766	1984.357	1954.829	2042.382	2120.22	2303.275	2458.265	2565.426	2549.8	2546.198	2474.558	2485.712	2437.62	2432.635	2421.368	2442.875	2443.982	2521.353	2449.811	2352.521	2238.944	
2135.281	1994.279	1986.256	1937.604	1923.849	1938.763	1960.961	2040.913	2166.824	2304.45	2419.567	2426.897	2430.314	2462.78	2472.158	2422.535	2468.705	2458.801	2548.43	2567.07	2627.343	2566.474	2415.467	2252.695	
2066.918	1997.629	1987.243	1942.857	1989.91	2227.631	2516.716	2760.308	2827.426	2889.419	2943.633	2964.642	3013.92	3007.244	2968.934	2990.147	2999.857	2970.077	2834.153	2793.971	2758.516	2686.335	2467.492	2307.835	
2160.221	2021.371	1997.165	1955.02	2015.281	2232.139	2481.02	2713.53	2862.26	2944.592	3005.797	3063.177	3086.722	3135.167	3142.416	3198.34	3244.654	3281.538	3163.917	3094.296	3001.336	2953.577	2725.209	2442.104	
2252.599	2134.746	2054.333	2017.45	2059.502	2246.515	2529.052	2837.137	3003.325	3146.213	3212.964	3340.293	3400.974	3488.484	3522.034	3617.402	3700.838	3710.803	3603.841	3451.31	3335.535	3307.134	2973.575	2726.77	
2478.871	2289.651	2202.35	2171.966	2199.108	2355.149	2718.865	2974.905	3158.242	3304.631	3443.059	3598.997	3753.188	3872.483	3994.794	4129.389	4216.09	4240.978	4085.647	3908.104	3821.576	3717.069	3444.683	3129.324	
2855.509	2698.449	2563.793	2501.437	2558.659	2689.91	3024.136	3307.189	3592.411	3758.684	3975.635	4097.359	4246.724	4338.673	4460.322	4564.947	4604.4	4593.426	4371.949	4166.383	4014.13	3904.858	3619.373	3322.735	
3099.979	2910.071	2759.195	2689.169	2560.808	2593.331	2552.672	2720.881	2963.009	3331.657	3533.134	3787.879	3900.947	4035.883	4092.929	4150.634	4143.969	4136.93	4066.853	3889.537	3785.407	3661.588	3397.149	3136.851	
2924.491	2740.12	2573.928	2489.96	2415.523	2393.811	2368.324	2504.904	2744.727	3032.596	3280.244	3406.41	3564.203	3707.039	3653.124	3692.948	3636.663	3520.702	3397.825	3277.477	3228.633	3104.781	2919.658	2791.005	
2632.076	2451.377	2393.631	2401.884	2370.815	2441.309	2463.84	2573.912	2723.162	2885.681	3105.606	3306.162	3443.296	3593.952	3646.604	3646.872	3646.358	3606.583	3551.993	3505.853	3476.536	3440.989	3245.134	2958.497	
2743.431	2582.718	2489.838	2498.534	2540.063	2754.608	3042.928	3377.259	3590.877	3764.726	3849.246	4002.381	4164.587	4229.106	4290.074	4431.721	4471.549	4497.323	4325.922	4091.849	3932.717	3807.521	3427.78	3125.108	
2878.508	2629.633	2534.37	2546.594	2535.52	2739.295	3077.184	3359.954	3703.155	3888.604	4006.929	4121.526	4194.233	4317.11	4328.085	4448.556	4533.36	4487.266	4292.382	4091.433	3891.435	3704.084	3495.062	3111.881	
2832.642	2640.544	2538.702	2514.334	2528.946	2723.315	3051.172	3297.636	3373.414	3485.34	3523.743	3563.887	3667.686	3794.962	3928.087	4088.528	4169.078	4173.376	3934.934	3719.199	3673.791	3548.576	3301.889	3019.759	
2801.213	2626.374	2567.455	2544.719	2574.141	2808.929	3130.71	3400.46	3569.596	3825.54	3660.536	3766.279	3818.015	3881.886	3961.322	3982.825	3978.269	3826.673	3619.779	3499.879	3406.264	3327.871	3166.054	2955.964	
2736.855	2601.284	2485.667	2463.282	2431.732	2445.957	2524.385	2662.357	2871.716	3109.512	3292.647	3451.678	3464.635	3550.37	3584.176	3638.245	3699.889	3676.074	3570.675	3500.23	3459.447	3417.051	3246.864	3036.737	
2833.556	2696.735	2579.662	2547.524	2523.516	2503.559	2566.719	2594.559	2800.642	3019.178	3220.085	3334.527	3533.121	3574.018	3717.62	3794.764	3892.866	3684.346	3516.427	3428	3394.97	3316.253	3156.867	2882.478	
2673.134	2490.432	2452.114	2389.308	2500.354	2743.359	2988.987	3316.753	3548.907	3664.244	3780.651	3873.277	4005.674	4073.749	4202.949	4283.187	4332.736	4319.82	4095.346	3967.132	3803.032	3756.233	3450.204	3150.797	
2920.707	2744.155	2611.365	2584.821	2643.155	2799.781	3136.676	3449.309	3611.99	3755.893	3874.976	4034.415	4111.64	4176.54	4205.816	4217.98	4134.456	4131.089	3965.921	3778.862	3498.796	3395.306	3058.629	2755.132	
2519.448	2389.09	2233.932	2217.366	2199.963	2425.474	2680.805	2942.732	3065.016	3172.013	3227.64	3155.842	3139.952	3158.685	3161.576	3175.907	3222.58	3190.989	3076.258	2940.613	2850.021	2819.477	2600.018	2398.987	
2193.611	2053.77	2025.529	1982.457	2023.183	2197.501	2485.515	2698.771	2883.459	2997.339	3056.091	3112.252	3103.591	3185.75	3230.415	3326.658	3420.792	3461.211	3306.576	3184.536	3089.63	3002.567	2794.845	2547.575	
2308.188	2172.92	2067.822	2093.068	2095.654	2281.284	2511.048	2782.471	2954.781	3053.518	3095.568	3139.275	3235.557	3305.487	3423.358	3476.964	3592.766	3601.327	3494.223	3352.552	3151.49	3131.836	2922.304	2673.242	
2512.841	2342.674	2266.967	2238.061	2174.994	2193.841	2228.279	2417.187	2686.843	2937.074	3198.758	3420.66	3651.22	3857.046	4017.373	4195.754	4242.785	4260.844	4204.501	4084.557	3993.896	3891.876	3596.227	3384.584	
3143.689	2949.376	2815.385	2739.91	2681.692	2645.512	2693.763	2826.249	3107.448	3532.921	3779.238	3989.136	4109.342	4165.412	4128.801	4117.572	4107.789	4015.148	3925.902	3746.071	3561.757	3469.727	3193.249	2882.208	
2655.201	2429.7	2318.262	2310.782	2330.849	2472.685	2747.994	2984.615	3115.899	3233.631	3328.381	3369.583	3428.055	3518.737	3636.236	3699.577	3832.656	3854.673	3656.5	3528.999	3410.874	3348.499	3092.91	2854.388	
2602.881	2474.535	2373.816	2320.936	2378.644	2523.492	2795.927	3038.82	3189.926	3308.324	3374.226	3450.356	3529.102	3584.004	3678.336	3784.377	3899.724	3906.744	3775.312	3603.097	3358.285	3267.515	2966.207	2688.049	
2507.604	2320.675	2249.899	2262.381	2292.555	2522.179	2819.558	3051.046	3201.688	3305.658	3333.896	3448.57	3528.138	3619.448	3733.608	3863	3984.113	4014.402	3884.441	3756.964	3652.848	3544.994	3306.268	3064.723	
2792.709	2643.504	2536.781	2492.223	2589.294	2767.888	3097.765	3315.545	3486.562	3518.819	3618.861	3746.984	3844.89	4020.045	4154.345	4290.995	4341.928	4370.84	4094.544	3870.673	3749.27	3539.698	3211.637	2882.933	
2651.01	2475.362	2420.675	2361.829	2357.602	2538.329	2778.518	3029.27	3186.459	3296.378	3364.067	3444.148	3580.727	3609.02	3716.451	3836.246	3913.868	3923.638	3756.166	3530.586	3356.38	3244.514	3063.501	2795.225	
2589.116	2395.551	2310.871	2266.902	2218.798	2183.404	2227.274	2388.988	2674.642	2904.662	3131.799	3224.744	3334.795	3397.843	3461.947	3521.809	3609.366	3599.961	3560.663	3353.312	3220.383	3135.437	2983.456	2782.442	
2586.579	2399.009	2296.4	2260.022	2173.269	2183.853	2166.907	2315.246	2527.051	2762.551	2978.641	3161.247	3350.496	3469.6	3587.592	3730.026	3815.034	3839.92	3793.038	3679.891	3557.484	3508.88	3282.267	2993.607	
2730.794	2570.519	2441.298	2458.076	2471.671	2613.898	2904.705	3167.71	3390.578	3614.553	3796.451	3998.877	4169.806	4308.071	4440.193	4542.038	4664.538	4636.586	4458.699	4277.47	4156.785	3957.736	3690.824	3340.713	
3080.491	2882.061	2772.539	2725.466	2774.041	2959.228	3233.777	3520.604	3830.108	4150.218	4406.764	4585.369	4733.494	4755.461	4421.557	4063.051	4065.177	4056.026	3863.582	3708.153	3579.776	3487.445	3272.006	3002.453	
2766.754	2600.877	2542.48	2469.397	2518.104	2708.032	2981.144	3248.693	3454.939	3632.361	3711.064	3790.082	3845.198	3862.839	3894.154	3957.661	3927.559	3894.245	3799.999	3695.635	3541.357	3484.24	3286.399	2951.93	
2776.499	2580.803	2463.048	2483.511	2530.382	2752.881	3060.085	3263.983	3379.43	3501.427	3637.199	3720.134	3784.083	3915.075	3902.047	3969.937	4047.898	4001.053	3808.064	3736.879	3646.9	3570.706	3323.383	3061.069	
2806.713	2660.737	2560.857	2498.877	2539.769	2721.962	2966.074	3277.352	3549.216	3677.217	3782.948	3954.041	4064.741	4132.244	4220.365	4242.668	4268.365	4206.51	3988.039	3710.011	3552.714	3462.812	3265.741	3037.237	
2790.347	2596.328	2486.47	2419.067	2420.687	2423.381	2475.477	2627.8	2922.795	3163.255	3430.356	3489.219	3586.435	3603.259	3673.266	3706.916	3756.396	3771.104	3700.01	3598.092	3396.983	3343.579	3155.123	2919.108	
2696.618	2513.121	2406.861	2307.968	2263.853	2239.281	2242.346	2427.648	2639.344	2942.341	3109.166	3319.054	3447.483	3558.316	3669.845	3729.019	3803.789	3755.399	3718.368	3568.575	3467.917	3358.567	3176.033	2932.131	
2714.623	2584.638	2492.518	2453.307	2509.298	2726.363	2958.62	3267.005	3484.199	3725.108	3875.276	4038.798	4208.191	4319.423	4491.829	4523.206	4499.628	4479.307	4275.405	4115.392	3992.801	3841.33	3560.269	3241.204	
2973.45	2819.562	2778.449	2704.09	2784.006	2999.43	3308.03	3544.719	3724.781	3860.664	4078.041	4213.164	4326.872	4311.711	4418.894	4599.375	4697.545	4721.763	4423.074	3995.392	3749.516	3649.146	3343.513	3047.715	
2799.111	2623.897	2525.098	2485.433	2496.491	2709.288	2960.901	3239.041	3489.15	3632.373	3727.962	3846.462	3878.019	3896.336	3976.38	4053.963	4085.162	4090.815	3901.956	3735.466	3480.763	3388.509	3140.929	2845.02	
2564.909	2425.509	2301.519	2264.967	2353.029	2490.408	2703.252	2966.013	3181.529	3390.843	3512.727	3661.8	3768.359	3866.742	4008.855	4079.865	4171.814	4125.75	4005.872	3815.141	3644.504	3530.705	3280.62	3028.84	
2795.622	2657.621	2557.918	2524.829	2529.576	2715.38	2947.065	3281.465	3486.337	3687.384	3833.83	4045.693	4251.355	4376.009	4471.647	4539.099	4562.625	4537.657	4236.981	4031.107	3822.236	3717.288	3417.53	3170.487	
2948.315	2723.642	2587.301	2482.472	2440.511	2404.554	2421.607	2539.085	2799.544	2993.702	3104.58	3221.797	3232.351	3205.503	3288.02	3286.436	3333.396	3344.196	3261.175	3126.189	3057.398	3031.986	2890.576	2739.45	
2553.225	2428.459	2325.526	2282.464	2258.371	2271.283	2227.355	2309.926	2413.749	2514.162	2624.625	2740.011	2801.673	2917.141	2912.608	2919.141	2852.928	2789.634	2818.051	2746.312	2783.715	2787.434	2726.113	2574.263	
2456.967	2328.836	2304.674	2283.664	2290.72	2308.95	2383.736	2467.654	2614.471	2701.937	2878.432	2922.138	2984.659	2973.351	3044.6	3038.619	3055.424	3077.191	3075.332	3064.214	3060.96	3048.808	2984.039	2827.317	
2647.517	2563.737	2485.92	2504.129	2531.278	2763.168	3061.675	3296.592	3610.86	3848.73	4065.895	4236.676	4353.918	4442.877	4604.864	4694.675	4880.276	4801.894	4635.136	4364.087	4211.062	4134.435	3857.622	3561.685	
3273.585	3059.337	2937.825	2853.033	2868.109	3094.433	3367.055	3696.001	3905.662	4218.923	4483.815	4650.171	4817.026	4909.625	5035.062	5098.99	5136.101	5131.786	5000.876	4736.786	4533.153	4426.239	4060.581	3720.582	
3448.471	3269.773	3101.288	3022.318	3089.343	3266.256	3583.316	3865.528	4111.201	4367.933	4576.571	4801.46	4912.071	5026.514	5079.551	5131.148	5051.902	5051.368	4899.105	4718.711	4543.587	4420.78	4057.986	3747.426	
3425.31	3265.577	3092.337	3032.894	3027.643	3190.271	3430.101	3770.704	4095.546	4333.222	4569.958	4765.25	4948.265	4904.682	4972.338	4841.6	4751.339	4853.295	4748.498	4545.322	4272.932	4127.581	3885.603	3629.694	
3371.387	3161.861	3058.854	2963.967	2865.332	2867.85	2872.145	3037.944	3413.222	3751.756	4026.68	4229.362	4354.563	4410.199	4456.121	4452.712	4436.237	4430.264	4400.767	4235.727	4089.54	3981.315	3744.839	3465.717	
3173.803	2994.598	2787.166	2723.589	2652.118	2599.761	2560.209	2748.156	2955.875	3229.137	3392.721	3518.051	3585.217	3672.65	3738.612	3837.582	3939.594	3979.008	3995.088	3850.413	3772.234	3721.297	3439.595	3193.657	
2916.614	2746.963	2661.457	2574.478	2676.063	2771.139	3027.516	3294.192	3564.912	3678.466	3881.737	3981.584	4168.185	4288.016	4370.344	4489.147	4502.033	4564.775	4382.209	4224.831	3977.945	3772.084	3454.509	3118.758	
2755.13	2583.198	2513.319	2473.219	2531.502	2664.494	2891.601	3198.661	3493.414	3847.306	4119.178	4324.037	4504.817	4657.681	4723.576	4779.973	4818.369	4808.507	4713.96	4383.504	4208.402	4034.525	3678.353	3400.863	
3105.19	2936.862	2869.844	2796.82	2888.159	3081.255	3409.959	3681.671	3851.405	3987.258	4158.732	4365.927	4542.879	4671.42	4787.094	4813.208	4935.989	4948.664	4800.987	4575.838	4407.486	4252.369	3967.242	3655.11	
3400.362	3216.38	3091.058	3051.268	3057.371	3223.122	3475.709	3746.627	4119.285	4338.448	4666.991	4867.53	5021.506	5145.822	5100.393	5195.211	5249.34	5291.706	5242.176	5038.218	4829.22	4663.366	4357.673	3997.592	
3661.895	3442.059	3245.75	3164.749	3144.66	3303.303	3532.374	3771.234	4022.561	4345.479	4443.354	4476.065	4573.558	4743.518	4836.123	4864.756	4851.978	4832.252	4682.383	4409.485	4206.562	4134.714	3803.834	3544.957	
3281.979	3099.589	2933.191	2855.874	2802.834	2792.967	2841.987	3066.466	3408.944	3821.176	3983.959	4215.336	4362.894	4430.857	4532.07	4599.854	4552.45	4304.571	3931.883	3748.834	3668.517	3578.224	3406.087	3221.319	
2994.641	2834.875	2741.173	2624.519	2608.81	2570.193	2574.899	2760.474	3008.121	3279.109	3589.176	3803.832	3934.407	4080.649	4187.559	4274.126	4393.435	4454.465	4434.061	4329.641	4245.312	4185.208	3963.386	3638.322	
3422.036	3243.882	3137.522	3094.119	3135.326	3304.077	3536.349	3874.594	4143.823	4469.693	4762.902	4939.893	5142.209	5250.501	5285.225	5277.821	4882.479	4487.7	4316.884	4189.789	4086.013	3997.435	3713.437	3401.591	
3145.576	2992.361	2849.132	2837.078	2864.78	3076.805	3331.452	3613.222	3866.093	4079.818	4245.966	4422.494	4520.053	4595.108	4712.48	4669.43	4718.01	4778.575	4683.465	4454.596	4289.888	4151.977	3777.485	3289.096	
2981.983	2811.012	2682.355	2652.964	2650.834	2855.959	3098.727	3391.458	3635.732	3837.208	4033.368	4165.107	4240.719	4321.961	4391.827	4465.541	4550.922	4530.323	4356.98	4125.216	3907.163	3784.669	3471.893	3204.817	
2881.06	2705.572	2646.425	2547.397	2605.922	2782.609	3035.056	3317.134	3629.245	3822.305	3997.305	4179.239	4318.67	4473.288	4549.076	4711.11	4741.471	4761.793	4605.437	4390.309	4231.297	4056.499	3760.401	3485.951	
3211.662	3021.591	2917.303	2844.911	2873.738	3047.698	3297.126	3562.236	3854.547	4098.712	4331.588	4551.857	4690.785	4852.583	5018.425	5056.758	5124.202	5121.297	4944.899	4740.315	4564.371	4437.721	4153.306	3867.01	
3612.181	3361.121	3251.548	3137.518	3063.461	3063.065	3081.1	3340.261	3698.364	4048.672	4362.037	4623.114	4763.307	4888.444	4971.144	5029.39	5049.124	5025.4	4914.363	4785.998	4696.317	4603.554	4325.039	4104.367	
3819.867	3629.877	3425.692	3307.026	3233.575	3130.136	3046.104	3175.1	3486.59	3847.86	4080.256	4302.333	4485.955	4614.435	4726.07	4862.835	4909.45	5009.785	4946.543	4833.749	4766.255	4655.881	4386.205	4106.231	
3853.687	3697.267	3586.84	3535.886	3546.764	3697.66	3895.871	4162.773	4428.22	4755.265	5038.247	5271.799	5482.441	5619.84	5691.315	5813.24	5771.979	5605.428	5376.921	5169.237	5072.684	4897.239	4571.039	4210.821	
3858.829	3640.668	3464.765	3429.451	3405.269	3610.829	3809.465	4090.339	4382.155	4596.091	4849.785	5033.415	5151.852	5224.689	5305.135	5364.006	5380.046	5307.991	5179.109	4920.856	4750.351	4614.348	4296.743	4000.15	
3773.936	3563.516	3503.146	3404.835	3459.237	3662.383	3849.896	4086.247	4232.559	4455.7	4587.048	4755.779	4839.352	4965.767	5081.512	5222.272	5306.976	5341.778	5091.196	4926.585	4811.583	4624.977	4383.592	4006.149	
3754.891	3565.624	3415.78	3349.887	3373.823	3571.065	3824.497	4074.474	4319.359	4590.569	4794.593	4963.916	5072.262	5206.923	5333.215	5281.861	5012.127	4753.638	4485.627	4338.329	4248.15	4091.499	3813.105	3592.486	
3339.942	3200.944	3105.084	3062.668	3108.214	3258.715	3473.607	3631.627	3819.459	4008.068	4173.506	4334.798	4482.828	4620.805	4735.644	4853.395	4880.278	4914.31	4667.094	4471.343	4290.65	4178.491	3892.004	3629.637	
3399.918	3213.71	3060.74	2970.476	2939.41	2945	2962.297	3156.701	3406.16	3686.1	3955.032	4184.907	4298.613	4243.721	4337.383	4418.04	4360.496	4304.7	4134.368	4024.373	3825.516	3658.018	3473.982	3276.664	
3125.96	2952.818	2834.652	2757.748	2735.018	2754.85	2731.278	2875.128	3152.785	3430.278	3691.565	3922.572	4113.016	4288.794	4375.884	4514.552	4602.053	4368.445	4159.993	4044.146	4065.055	3939.069	3738.4	3513.086	
3267.845	3120.586	3033.585	2993.881	3010.582	3235.499	3485.43	3712.772	3920.269	4104.24	4332.97	4605.676	4750.56	4855.501	4946.22	5002.905	5022.372	4934.478	4712.741	4493.475	4351.985	4141.725	3804.368	3505.154	
3235.882	3024.067	2960.532	2909.823	2979.569	3162.01	3452.477	3703.226	3904.3	4043.587	4266.371	4416.299	4546.615	4681.051	4760.355	4824.449	4865.48	4882.378	4664.755	4445.453	4307.632	4127.5	3842.591	3434.998	
3147.324	2935.435	2815.8	2745.191	2774.286	2961.77	3192.355	3430.234	3596.459	3769.721	3875.56	4018.894	4130.806	4238.032	4289.89	4292.239	4299.168	4224.206	4050.027	3884.839	3775.526	3642.641	3362.763	3109.077	
2858.439	2667.304	2589.297	2523.563	2555.923	2848.342	2939.731	3265.772	3455.528	3662.184	3834.158	3945.57	4059.34	4177.93	4267.828	4352.552	4424.045	4406.838	4216.969	3742.818	3814.417	3672.164	3421.495	3151.596	
2933.254	2768.458	2697.467	2652.2	2699.783	2923.084	3166.804	3383.636	3575.463	3690.486	3801.085	3895.43	4018.671	4136.552	4197.738	4233.69	4224.79	4227.342	4087.08	3907.29	3833.901	3722.575	3550.416	3328.331	
3125.664	2988.065	2895.184	2833.028	2799.12	2836.134	2893.542	2992.755	3332.821	3691.157	3952.548	4202.048	4362.42	4430.659	4404.283	4292.791	4353.74	4403.168	4347.652	4228.64	4125.678	4004.807	3783.613	3522.68	
3217.139	2976.512	2812.362	2700.143	2616.729	2584.785	2532.505	2636.131	2880.126	3180.167	3405.018	3598.641	3717.821	3834.729	3949.3	4038.628	4119.718	4133.457	4097.993	3968.008	3860.703	3741.933	3477.469	3207.852	
2977.642	2835.233	2702.242	2705.691	2724.672	2923.224	3130.739	3343.075	3593.461	3813.186	4077.114	4252.291	4387.612	4506.306	4486.644	4428.692	4266.275	4174.755	4021.504	3816.218	3709.165	3546.153	3280.705	2996.665	
2759.477	2604.455	2509.256	2486.717	2511.561	2730.096	2981.178	3198.881	3369.035	3480.343	3592.891	3691.828	3838.126	3899.3	3973.593	3954.509	3998.743	4018.058	3893.785	3810.69	3819.623	3690.088	3478.935	3230.493	
3046.217	2918.334	2802.193	2831.736	2896.315	3135.365	3488.958	3674.997	3960.657	4163.215	4444.107	4635.891	4781.135	4899.545	4997.165	5112.567	5162.576	5186.962	5003.475	4761.441	4622.419	4415.608	4131.329	3843.469	
3555.169	3390.335	3255.395	3210.326	3225.142	3440.426	3655.394	3938.278	4266.24	4708.155	4769.841	4988.607	5173.303	5284.74	5394.924	5469.419	5482.72	5450.091	5254.585	5004.595	4856.126	4643.294	4354.438	4047.506	
3805.006	3577.994	3453.777	3392.489	3438.481	3617.787	3828.414	4061.11	4386.313	4623.565	4941.901	5138.914	5317.935	5465.194	5512.466	5461.032	5507.129	5512.778	5337.331	5101.286	4930.099	4787.344	4492.787	4209.987	
