DATE	COMP	HE01	HE02	HE03	HE04	HE05	HE06	HE07	HE08	HE09	HE10	HE11	HE12	HE13	HE14	HE15	HE16	HE17	HE18	HE19	HE20	HE21	HE22	HE23	HE24
4/13/2015	RTO	64510.303	62577.177	61672.043	61895.579	63756.253	69083.988	78360.572	83252.144	84276.916	84119.537	84855.849	84750.417	84927.893	85348.235	85071.47	84908.409	84941.828	84934.445	84280.209	85074.195	88035.959	84995.314	78846.269	72131.471
4/14/2015	RTO	67170.92	64432.745	62776.123	62157.782	63295.323	67769.943	76507.911	81416.584	83409.584	84603.416	85545.245	85568.088	85318.104	84993.111	84321.1	83417.779	83366.352	83443.669	83673.579	84637.409	86674.691	84277.872	78175.442	72131.754
4/15/2015	RTO	67842.344	65649.881	64356.622	64320.728	65913.211	70963.982	79576.596	83887.051	84707.636	84780.634	84527.739	84132.941	83758.123	83491.389	82726.065	81982.75	81819.402	81991.531	81676.84	83061.606	86396.336	83764.169	78484.749	72460.865
4/16/2015	RTO	68344.054	65813.376	64633.125	64629.572	66066.666	71145.762	79491.252	83804.428	84384.822	84302.428	84577.223	84103.225	83795.904	83566.893	82977.899	82465.473	82292.693	82318.405	82040.172	83433.122	86191.792	84002.93	78153.27	72090.168
4/17/2015	RTO	67646.23	64886.613	63574.204	63031.652	64332.591	68658.408	76934.377	81271.644	83152.815	84431.911	85383.423	85334.127	85477.106	85615.983	85138.96	84511.177	84188.135	83451.387	82065.791	81704.274	84056.792	82565.092	77377.909	71252.667
4/18/2015	RTO	66217.928	62904.805	61010.588	59934.052	60135.501	61506.387	63922.169	66671.748	70507.658	73519.506	75232.879	75889.376	75986.958	75878.397	75760.388	75920.931	76724.489	77113.094	76471.696	76270.652	78848.993	77650.665	73401.452	68183.933
4/19/2015	RTO	63589.741	60461.011	58553.763	57531.888	57390.099	58130.998	59264.2	61280.159	65111.1	68150.211	69681.925	70564.391	71109.796	71076.704	71014.155	71215.695	72232.542	73901.151	75040.201	77195.112	79522.381	77139.912	72623.324	67863.378
4/20/2015	RTO	64223.468	62117.996	61168.842	61075.859	62618.57	67387.946	76233.728	81458.19	84121.955	85521.037	86894.588	87413.644	87495.238	87493.502	87332.983	87008.72	86690.481	86702.519	86239.251	86438.102	88161.433	85534.737	79329.007	72772.843
4/21/2015	RTO	68382.086	65605.174	64199.786	63830.388	64910.668	69719.45	78001.173	82342.62	83736.336	83935.376	84319.722	84295.914	83920.699	83889.694	83282.623	82591.606	82702.429	82616.955	82163.485	82812.142	86402.662	84687.05	78760.174	72706.748
4/22/2015	RTO	68497.081	66017.036	65031.213	64750.09	66284.481	71371.916	79929.074	84400.222	85473.563	85924.759	86332.928	86161.177	86080.87	86231.778	85827.3	85288.616	85126.35	85269.403	85151.234	85687.082	88647.49	86939.923	81227.201	75252.48
4/23/2015	RTO	71171.248	69155.438	68200.784	68214.194	70127.499	75554.196	84123.175	88358.42	88525.785	88023.995	87977.059	87712.046	87251.77	86546.823	85750.731	85107.957	85017.561	85312.683	85464.152	86636.09	90110.097	88884.802	83597.228	77889.912
4/24/2015	RTO	73937.356	71952.762	71128.173	71386.858	73437.044	78785.811	87302.596	91229.425	90991.937	89508.31	88386.965	86927.812	85365.588	84069.669	82627.191	81203.51	80335.771	79735.505	79108.206	79975.233	83761.702	83135.887	79270.794	74274.308
4/25/2015	RTO	70103.017	67938.537	67019.68	66546.769	67167.631	69005.8	71703.148	74717.503	78388.15	80572.519	81228.95	80585.474	79254.067	77988.658	76524.035	75845.557	75919.976	76366.755	77196.177	78591.747	81328.497	80480.947	76912	72710.684
4/26/2015	RTO	68998.065	66732.83	65364.719	65018.112	65196.09	66599.335	68378.697	70282.781	72757.036	73946.677	73736.623	73114.433	72653.651	71833.759	71013.923	70448.724	70912.116	71700.107	72568.116	74384.515	78514.41	78640.904	74634.547	70015.026
4/27/2015	RTO	66828.853	65306.26	65048.761	65571.921	68019.644	73823.826	82617.596	86943.082	87212.374	86395.927	85861.094	85461.367	85286.492	85058.713	84062.259	83093.232	83113.017	83284.44	83417.83	84577.811	87426.204	86109.327	80499.197	74688.996
4/28/2015	RTO	70613.519	68436.981	67537.172	67680.231	69499.488	75073.225	83213.949	86575.13	86272.193	85290.544	84892.84	84174.855	83715.216	83378.025	82464.306	81662.416	81319.793	81210.65	80503.804	80921.867	84281.967	83722.695	77806.174	71859.611
4/29/2015	RTO	67390.841	65158.231	64311.346	64383.205	66048.871	71187.704	79342.196	83687.82	84000.326	83748.077	83864.877	84076.032	84126.8	84054.967	83922.308	83386.207	83440.812	83091.161	82316.377	82237.52	85392.433	84133.037	78014.611	71640.271
4/30/2015	RTO	66849.02	64152.29	62745.262	62481.064	63915.046	68405.205	76447.414	81269.958	82949.83	83727.764	84451.861	84409.71	84386.973	84425.399	83848.672	83237.202	82820.584	82483.08	82082.506	82577.126	84996.231	83838.478	78562.481	72475.253
5/1/2015	RTO	67925.409	65541.193	64293.478	63867.107	65276.813	69822.978	77465.383	81806.716	83276.28	83756.361	84124.502	83823.728	83360.669	82868.263	81969.47	80993.168	80561.44	79930.162	78986.778	78779.779	80846.822	80525.707	76289.723	70964.156
5/2/2015	RTO	66378.299	63540.212	62202.08	61521.802	61930.763	63769.725	65855.031	68675.795	71628.358	73253.523	73979.207	74025.446	73668.107	73164.843	72685.632	72710.726	73027.765	73456.58	73291.401	73457.743	75726.222	75578.273	71584.362	66750.213
5/3/2015	RTO	62643.729	60270.912	58750.455	57813.455	57821.407	58950.494	59830.595	62016.427	65390.975	68350.281	69849.373	71140.413	71974.083	72735.258	73209.561	73775.164	75106.046	76745.571	77498.508	78238.593	81124.646	80230.175	74983.107	69060.3
5/4/2015	RTO	64539.847	61997.033	60606.016	60204.464	61402.285	66028.205	73400.869	78988.509	81968.891	84176.538	86549.02	88602.054	90011.767	91338.398	91922.265	92491.409	92750.08	92899.14	91749.212	90699.679	92405.098	90467.555	83231.887	75716.479
5/5/2015	RTO	69968.299	66622.184	64338.04	63428.809	64362.456	68489.335	75776.609	81250.647	84536.638	86732.692	89433.473	91278.264	92747.008	94514.361	95785.561	96407.418	96658.491	95981.907	94419.66	93356.594	94599.116	92563.231	85275.644	77525.241
5/6/2015	RTO	71786.429	68155.09	65867.762	64691.514	65481.068	69508.569	76627.22	81757.807	84877.317	86921.695	89277.952	91502.31	93292.48	95344.327	96518.731	97209.487	97578.842	96860.116	95017.327	93357.753	94002.758	92408.379	85170.402	77204.354
5/7/2015	RTO	71156.964	67167.282	65022.572	63894.046	64663.23	68648.438	75631.615	80855.235	84031.797	87167.952	90155.359	92664.839	95316.818	97666.445	99480.678	100677.286	101549.704	101579.965	100019.288	97858.117	97951.155	96136.446	88299.389	79838.497
5/8/2015	RTO	73688.861	69552.912	66953.726	65779.536	66137.561	69789.912	76532.471	81985.765	86393.336	90180.573	94013.236	97403.583	100264.001	103302.56	105142.914	106233.183	107009.555	105957.686	103048.865	99043.983	97931.658	95633.13	88848.695	80942.052
5/9/2015	RTO	74128.362	69588.955	66760.174	64961.034	64299.681	65202.421	66572.102	69841.566	74863.292	79339.698	82604.453	84856.255	86676.7	88319.108	89907.425	91476.262	92712.003	93140.279	91896.311	89769.91	89922.03	89052.097	84033.824	77383.803
5/10/2015	RTO	71650.564	67484.61	64788.184	63221.569	62370.217	62771.869	63343.832	66527.576	72045.542	77401.321	81446.719	84783.978	87381.68	89348.635	91114.907	92706.719	93973.618	94749.944	94252.486	93099.836	94500.438	94148.491	87973.107	80814.929
5/11/2015	RTO	74640.679	71035.802	68753.77	67913.084	68730.556	73375.587	80666.395	87222.423	91888.362	95470.396	99525.313	102977.28	106540.406	109327.331	111070.403	111404.629	111596.158	110837.575	108609.269	105271.337	104433.224	101272.02	92715.283	84055.053
5/12/2015	RTO	77297.519	73207.347	70769.156	69474.885	69957.455	73793.117	80872.689	86960.133	90806.998	94366.035	97388.851	99717.912	101315.713	103280.734	104183.283	104742.512	105025.985	104066.478	101583.001	98494.256	98107.128	96122.984	88123.751	79370.739
5/13/2015	RTO	73031.955	69061.551	66670.605	65399.532	65884.759	69585.497	76120.347	81071.538	83533.58	85032.73	86110.582	86454.947	86530.687	86694.552	86894.9	86734.138	87059.287	86839.918	85538.305	84611.926	85811.199	85307.619	79275.791	72891.632
5/14/2015	RTO	68063.634	65303.462	63773.373	63485.319	64559.126	68689.033	75475.184	80365.101	82426.777	83285.573	84133.32	84647.924	84929.603	85639.428	85712.749	85778.079	86035.586	86167.824	84947.021	84127.751	86078.205	85424.909	79046.382	72669.179
5/15/2015	RTO	67619.874	64449.505	62980.469	62355.613	63461.852	67466.616	74020.113	78970.938	82076.002	83997.64	85846.215	86978.249	87895.222	89084.363	89726.82	90316.506	90856.835	90616.942	89089.918	87277.367	87661.159	87327.22	82298.83	76078.136
5/16/2015	RTO	70431.742	66619.526	64359.172	62842.228	62588.349	63556.946	64711.721	68445.542	73677.601	78205.866	81896.466	84619.81	86961.387	88717.973	90385.076	91896.324	92739.517	92466.791	90838.935	89154.485	89259.912	88347.136	83927.185	77833.587
5/17/2015	RTO	72388.278	68524.972	65910.896	64348.117	63619.733	63839.676	64348.854	67068.814	72588.489	77859.948	82231.087	86330.166	89986.417	92865.659	95043.019	97376.647	99759.653	101302.663	101283.817	100035.328	99745.718	98657.453	92176.615	84439.215
5/18/2015	RTO	78049.211	73888.109	71311.958	70120.708	70948.35	75168.077	82679.797	89500.574	94815.237	99498.178	104134.816	107892.369	110321.351	112242.391	113131.979	113048.264	112673.044	111145.165	107948.113	104788.418	103136.044	100030.132	91969.04	83467.717
5/19/2015	RTO	76821.61	72697.632	70157.495	68831.809	69317.38	73120.763	79730.741	85499.06	88720.626	91453.194	94389.3	96770.865	98696.018	100568.305	102463.805	104372.905	105918.094	105991.962	104140.475	100934.133	99824.492	97993.955	90154.353	81561.85
5/20/2015	RTO	74848.062	70237.25	67537.805	66169.376	66539.712	69954.016	76042.51	81434.7	84240.597	85829.636	86905.229	87677.216	87764.518	88398.253	88845.776	89113.934	89431.446	89094.53	87702.274	86318.23	87278.307	86707.367	80609.304	74008.709
5/21/2015	RTO	68840.904	65848.319	63961.007	63373.47	64344.291	68459.136	75247.332	80380.722	83155.883	84538.843	85313.066	85455.839	85281.6	85294.12	84831.857	84120.099	84049.597	83910.13	83311.084	83021.442	84082.71	83711.785	78818.524	72481.914
5/22/2015	RTO	68051.517	65267.917	63799.56	63273.291	64389.015	68172.148	74143.817	78971.332	81339.324	82497.27	83490.941	83863.063	83882.428	84002.223	83916.294	83678.048	83621.243	83070.416	81688.106	79790.824	80263.257	80614.679	76105.945	70076.895
5/23/2015	RTO	65132.46	61892.639	60029.21	59155.885	59109.941	59992.669	60917.484	63822.854	67596.759	70542.136	72110.061	72768.549	72963.357	72986.096	73218.418	74094.833	75505.896	76780.439	76960.344	76103.537	76338.764	76650.98	73015.391	67980.04
5/24/2015	RTO	63466.04	60225.019	58382.071	57444.867	57108.144	57331.507	57495.802	60219.826	64395.7	68009.235	70674.226	73139.802	74971.295	76524.143	78204.47	80002.866	81984.437	83359.655	83145.086	81713.271	81366.725	81668.064	77808.854	72449.973
5/25/2015	RTO	67314.197	63451.554	61364.397	60080.726	59922.085	60579.446	61169.372	64106.821	69299.629	74712.987	79932.295	84038.885	87462.469	89805.898	91785.983	93846.334	95800.318	97313.628	96752.574	95020.687	94696.942	94303.984	87690.173	80163.724
5/26/2015	RTO	73936.074	69581.876	67136.179	65680.776	66542.774	70256.727	77557.716	85171.763	90695.254	95312.181	100163.361	104430.667	108260.805	111841.941	114447.63	116641.363	118081.321	117864.84	115665.609	111832.632	109593.006	106905.31	98692.995	89571.873
5/27/2015	RTO	82001.523	77112.732	74119.191	72434.582	72885.467	76724.159	83655.287	90759.965	95690.769	99623.38	103736.62	107872.613	111291.283	114351.248	116474.811	117187.843	117558.468	116788.189	113467.977	109639.793	107408.196	105055.758	97112.298	87745.251
5/28/2015	RTO	80304.72	75542.525	72663.192	71020.793	71228.97	74921.729	81471.106	88261.128	93315.815	97940.811	102858.737	107411.279	111244.806	115010.654	117906.303	119687.584	120840.049	120150.224	117258.239	113400.229	110386.933	107854.206	99355.568	89541.758
5/29/2015	RTO	81638.896	76301.237	72765.068	71189.14	71232.889	74490.181	80526.964	87409.771	92550.744	97609.505	102314.898	106432.453	109929.664	113614.726	116638.5	118730.078	119894.201	118783.164	115083.341	110053.059	106707.228	104808.862	98197.228	89906.644
5/30/2015	RTO	82225.234	77003.37	73418.122	71250.875	70287.749	70570.874	71812.752	76449.245	83335.941	90151.047	96018.996	100461.136	103713.406	105527.96	106606.668	107370.919	108166.986	107472.65	104790.574	100940.797	98513.051	96969.357	91292.35	84203.155
5/31/2015	RTO	77739.346	73023.411	69793.206	67564.154	66503.822	66289.339	66601.608	70268.702	76597.767	83198.783	88759.233	93467.467	96915.048	99534.118	100878.456	101599.571	101427.144	101173.374	99371.471	96823.917	95848.284	94188.765	88160.927	81120.572
6/1/2015	RTO	75017.134	71286.439	69041.274	67822.678	68847.551	72488.393	79095.612	85394.855	89392.472	92477.344	95503.68	97972.469	99798.916	101341.022	101491.075	101285.799	100059.311	98423.917	96106.246	93987.234	92875.771	90488.803	84449.661	77334.866
6/2/2015	RTO	71706.122	68636.87	66708.773	65912.435	66631.085	70303.75	76472.404	81764.312	84822.405	86786.624	88318.128	89117.351	89173.859	89378.706	88665.448	87999.434	87592.268	87327.06	86411.21	85480.834	85812.605	85119.862	80113.367	73559.424
6/3/2015	RTO	68725.557	65773.625	63884.992	63236.397	64142.826	67990.223	73961.081	79251.719	82487.633	84291.894	85949.177	86991.042	87300.188	88003.259	88246.188	88377.144	88784.527	88867.396	87967.196	86907.859	87129.872	86968.474	81906.579	75285.296
6/4/2015	RTO	69938.102	66778.088	64705.985	63852.978	64696.842	68343.114	74420.435	80105.939	83780.217	86338.027	88778.997	90486.477	91796.031	93540.126	94475.469	95235.965	95895.156	95643.22	94578.837	93240.714	93036.314	92268.883	86976.524	79481.351
6/5/2015	RTO	73466.271	69355.882	66976.763	65889.662	66296.873	69767.461	75060.022	80848.04	85019.886	88093.346	90773.972	92859.743	94219.042	95530.467	96618.965	97265.781	97569.487	96823.823	94725.005	92277.187	90885.99	89944.49	84967.397	78115.292
6/6/2015	RTO	71784.058	67391.681	64953.981	63632.89	63155.216	63880.701	64947.04	68438.486	73195.909	77817.338	81329.72	83589.769	84993.978	85949.555	86746.878	88048.353	89618.185	90657.863	89674.675	87410.21	85258.299	84710.353	80481.509	74186.116
6/7/2015	RTO	68389.902	64540.993	62144.619	60544.234	59877.331	59726.04	59736.406	62914.517	68141.722	73263.707	77149.009	80750.022	83747.475	86041.883	87937.182	89860.369	92015.879	93673.013	93701.297	92444.675	92179.975	92181.451	87158.207	80654.54
6/8/2015	RTO	74847.688	71097.427	68844.99	67753.427	68531.301	72333.842	78570.099	85105.775	90262.549	94478.47	98771.344	102208.945	105323.339	108741.844	111214.682	112825.952	113883.079	112545.515	109922.702	106678.409	104235.684	100864.096	93724.207	85347.562
6/9/2015	RTO	78462.945	73937.197	71256.601	70002.159	70320.931	73842.312	79825.234	86348.558	90981.634	94651.133	98767.08	102354.574	105599.649	108680.612	110853.999	112548.91	114021.908	114190.004	111982.591	108484.231	105820.195	103738.207	96614.673	87554.896
6/10/2015	RTO	80197.787	74925.021	71791.276	70258.293	70201.956	73426.529	79085.388	86067.96	91807.755	97017.88	102298.304	106991.166	111163.608	115425.01	118702.96	121948.496	124053.161	124477.84	121894.039	117520.641	113928.409	111532.759	103804.413	94069.495
6/11/2015	RTO	86059.894	80280.562	76695.446	74631.804	74502.738	77484.362	83177.64	90544.133	97029.241	103330.357	109801.2	116102.684	121265.337	125842.95	128697.747	130683.212	131922.061	131166.794	128334.377	124263.173	121149.371	118662.206	110399.484	100433.22
6/12/2015	RTO	91963.715	85815.871	81707.817	79276.381	79152.993	81835.246	87408.421	95522.082	103234.577	110463.355	117547.344	123114.419	127188.095	129889.832	131051.575	130533.446	129029.682	126625.829	122149.62	117220.021	114043.667	111985.879	105231.269	96632.757
6/13/2015	RTO	88898.503	83581.492	79669.801	76995.643	75430.948	75552.728	76848.884	81789.842	89161.36	95947.346	102009.729	106304.153	109928.652	112486.413	114787.046	116569.56	117699.978	117509.288	115025.698	110863.607	107590.2	105580.371	99753.251	92425.82
6/14/2015	RTO	85380.144	80393.145	76714.735	74132.318	72927.176	72332.267	72545.532	76852.788	84336.635	92178.884	99350.614	105459.591	110850.588	114830.196	117814.916	119594.099	120954.566	120656.81	118558.579	115340.986	112736.422	110206.189	103736.466	95643.92
6/15/2015	RTO	88475.385	83614.547	80667.024	79105.48	79857.321	83509.14	89886.941	97383.828	103820.232	109522.489	115043.565	119814.911	124165.723	127844.802	130498.865	132955.908	134129	133301.268	129934.854	125964.707	122191.282	118662.571	110329.622	100714.863
6/16/2015	RTO	92558.643	86853.105	83204.457	80947.66	81005.889	84186.139	90147.705	97487.044	103998.745	109987.441	115427.15	119723.85	122972.731	125938.597	127572.41	129058.354	130241.208	129246.823	126542.604	121862.816	116897.687	113689.526	105613.717	95788.122
6/17/2015	RTO	87694.756	81983.181	78246.171	76097.845	75960.154	78467.731	83960.189	90828.976	95946.481	99823.335	103384.042	106510.353	108960.984	111349.581	112597.415	112898.653	112340.43	110515.063	107856.37	105054.111	103856.577	102787.246	96690.958	88906.013
6/18/2015	RTO	82238.496	77923.398	75106.789	73867.843	74333.832	78092.293	83673.418	90339.749	95969.768	100690.646	105813.35	110111.085	113782.983	117419.755	119697.134	121368.252	121187.441	118606.717	115406.013	111685.865	108940.115	106534.106	99559.434	91162.669
6/19/2015	RTO	84057.51	79167.741	76062.788	74279.92	74438.331	77456.957	82345.396	88737.731	94300.575	99368.316	104487.416	108210.28	111060.386	113165.64	114500.674	115111.469	115404.784	114407.617	111185.461	106934.958	104303.221	102811.546	97250.042	89395.866
6/20/2015	RTO	82530.686	77767.634	74335.491	72234.099	71280.251	71762.572	72794.473	76153.448	81918.945	87712.035	92640.785	96525.145	99468.866	101652.149	103290.792	104701.367	105366.008	105275.161	103687.167	101663.952	99794.752	98001.358	93539.588	87305.03
6/21/2015	RTO	81238.116	76818.114	74041.672	72203.27	71196.641	71281.435	71411.282	74811.33	81864.892	89286.953	95924.403	101807.594	106666.9	110214.722	113544.906	116618.802	119257.901	120191.967	118801.282	115943.561	113087.89	111876.82	106219.242	97785.901
6/22/2015	RTO	89808.539	84262.607	80488.175	78390.566	78108.811	80554.974	85993.496	94546.687	102309.873	108989.311	115659.36	120880.82	124948.159	128331.235	131501.279	133635.347	134380.742	134544.591	133125.507	129541.784	125754.326	123177.402	115141.769	104922.577
6/23/2015	RTO	96301.354	90564.339	86884.385	84794.019	84964.848	87694.6	93087.809	100612.601	107711.25	114485.058	121117.472	126593.586	130703.39	134243.423	136117.872	136923.299	137287.234	135895.265	129878.862	123716.456	117864.896	113593.728	106257.089	96905.927
6/24/2015	RTO	88719.363	82754.563	78634.978	76027.904	75293.669	77317.049	81932.675	88690.618	94351.895	99048.331	103808.708	107796.104	111448.527	114908.654	117485.439	119726.674	121041.619	120884.114	118515.962	114130.395	109480.07	107124.414	99837.719	90584.983
6/25/2015	RTO	82698.416	77569.517	74229.926	72260.112	72615.163	75314.661	80419.655	86987.188	92652.67	97588.162	102228.997	106377.229	109470.821	112106.943	113554.861	113874.639	113915.006	112662.437	110229.616	107255.688	105112.71	103203.14	96609.653	88478.143
6/26/2015	RTO	81644.726	76988.277	74040.71	72441.106	72726.724	75393.097	80176.157	85815.771	90875.216	95272.804	99250.648	102347.186	104947.114	107132.165	108512.255	109121.919	109106.045	108072.074	105112.315	101475.368	99025.751	97703.403	92282.222	85083.909
6/27/2015	RTO	78578.12	74021.649	71202.388	69370.355	68829.147	69427.602	70710.138	73533.91	77964.514	82269.757	85653.302	87314.5	87752.062	87808.441	87579.615	87166.194	87195.91	87019.07	86397.566	85160.198	84527.47	83817.404	80415.136	75410.909
6/28/2015	RTO	70774.703	67441.382	64880.543	63137.222	62717.628	62698.416	62725.411	65450.068	70204.567	74732.124	78296.118	80705.524	83011.859	84565.607	85621.434	86923.659	88144.56	89122.855	88707.662	87684.696	86756.207	87094.093	83012.887	76863.157
6/29/2015	RTO	71549.105	67888.679	65821.737	64912.417	65580.636	68545.86	73541.326	79368.457	84296.487	88118.329	91783.327	94760.064	96887.862	99106.635	100633.196	101840.845	102748.983	103222.205	101892.844	99463.001	97269.934	95995.384	90163.296	82549.935
6/30/2015	RTO	76166.178	72087.353	69648.548	68496.151	68947.064	72095.395	77171.866	83329.726	88861.337	93407.543	97998.858	102252.899	106118.129	109759.881	111846.909	112568.382	113079.097	112268.894	109316.828	105592.057	103129.45	101356.328	94891.166	86705.164
7/1/2015	RTO	79794.869	74937.111	71745.801	70140.386	70177.332	73053.411	77467.908	82982.896	88059.802	92505.339	96910.461	100776.425	104141.983	107445.537	109664.452	111344.887	112608.429	112491.98	109801.649	105608.385	102479.396	100998.667	94476.737	86367.293
7/2/2015	RTO	79214.513	74513.402	71407.98	69867.977	70067.224	72643.17	77208.38	82581.29	87014.401	90379.138	93758.182	96084.314	97646.874	99029.907	99415.393	99395.655	99255.375	98987.072	97016.606	94167.928	92209.596	91280.398	86224.458	79225.564
7/3/2015	RTO	72916.434	68650.337	65792.322	64162.35	63559.2	64313.19	65609.004	69063.004	73986.91	78945.57	83493.711	87089.894	90106.468	92533.362	94315.562	95843.517	96403.093	96217.431	93852.519	90730.464	89154.408	88011.977	84283.048	78874.839
7/4/2015	RTO	73366.273	69160.461	66453.788	64583.317	63673.36	63907.984	63725.076	66123.602	70826.951	76366.989	80962.416	84840.417	87705.131	89716.868	91204.425	92540.051	93335.702	93083.457	91256.816	88037.381	85130.041	83279.171	80704.88	77226.493
7/5/2015	RTO	72192.167	67998.898	64986.379	63150.708	62221.669	62035.945	61852.366	64245.637	69489.993	75241.107	80908.903	86269.778	90927.187	94737.66	97900.686	100513.854	102762.389	103919.294	103034.849	100603.405	98865.733	97887.755	93079.455	85905.945
7/6/2015	RTO	79647.03	75249.421	72640.637	71399.217	72038.963	75434.371	80558.221	86901.35	93467.241	99597.038	105940.822	111436.595	116163.282	120170.887	122775.246	123941.87	124474.115	124745.433	122782.158	118856.414	115350.468	112898.798	105729.503	96438.075
7/7/2015	RTO	88542.458	83362.321	80010.989	78179.346	78340.583	81336.235	86554.383	93252.804	99201.062	105079.95	111328.078	116816.867	121151.13	124602.622	126340.051	126938.572	126952.816	125863.59	123155.407	118797.471	115206.464	112386.542	104521.845	95785.02
7/8/2015	RTO	88168.564	83081.48	79843.94	77985.006	78110.144	81290.099	86468.23	92049.251	96973.063	101069.046	105770.635	109666.189	112712.16	115260.684	116738.83	116751.967	115752.478	114282.919	111877.507	109232.926	107747.07	106684.414	99931.982	91945.901
7/9/2015	RTO	85310.113	80856.23	77887.373	76306.256	76764.417	80041.136	85653.653	91442.947	96955.342	101854.117	106322.034	110510.826	113997.787	117255.384	118829.95	119929.272	120652.142	120077.878	117545.181	113955.951	111158.036	108909.142	102323.236	94438.333
7/10/2015	RTO	87262.563	82367.998	78947.37	77059.986	76743.922	79018.842	83312.255	89309.584	94648.292	99385.018	103734.423	107220.723	110056.405	112757.991	115069.339	116266.92	117453.165	117070.052	113947.682	109187.695	105384.417	103241.391	97532.58	89777.171
7/11/2015	RTO	82674.054	77514.994	73913.417	71619.267	70478.71	70617.414	71444.085	74703.009	80757.909	86851.08	92785.964	97221.284	100538.288	103085.383	104973.924	106770.938	108315.255	108573.911	107098.809	103239.834	99408.543	98183.129	92983.153	86119.507
7/12/2015	RTO	79722.721	74751.611	71374.81	69183.055	68004.924	67750.07	67624.511	70458.132	76167.341	82509.457	88766.684	94238.949	98926.193	102421.438	105544.662	107815.905	109386.681	110482.66	109653.346	106939.798	104405.754	103145.707	97563.439	90272.315
7/13/2015	RTO	83559.447	78965.019	76117.249	74465.488	74979.909	78019.994	83341.488	89822.178	95827.6	100971.752	106263.446	111558.137	115972.491	119187.273	120601.596	121886.084	122540.313	122531.803	121043.677	117694.165	114441.99	112019.758	104743.515	95446.484
7/14/2015	RTO	87513.271	82466.755	79349.18	77431.889	77618.209	80808.727	85942.214	92664.499	98706.424	104536.966	109985.022	114337.286	118476.42	121481.429	123046.295	124184.662	125252.936	125398.521	122498.682	118377.337	114441.027	111401.796	104425.074	95374.213
7/15/2015	RTO	87736.722	82317.787	78684.511	76722.761	76616.629	79410.808	84205.773	89995.33	94883.491	98747.499	102466.498	104871.275	107133.142	109767.648	112009.705	113729.546	115056.3	114944.311	112120.869	108086.984	104284.628	102288.314	95485.354	87031.215
7/16/2015	RTO	79543.726	74772.701	71444.919	69848.848	69873.168	72612.167	76624.126	82310.336	87171.876	91057.689	94943.254	98144.175	101245.206	104394.073	106859.636	109149.87	111132.472	112110.37	110791.304	107278.873	103993.228	102525.777	95937.256	87771.892
7/17/2015	RTO	80656.826	75919.932	72991.319	71497.881	71836.154	74742.625	79489.27	85753.514	92218.656	98404.612	104333.522	109383.361	113949.63	117322.531	119925.387	121894.766	123830.64	123882.015	121063.057	116836.344	113902.145	111572.46	105431.368	97401.435
7/18/2015	RTO	90027.635	84748.329	80961.419	78333.002	77029.143	77418.522	78262.904	82435.556	90417.077	98256.253	104626.968	109914.794	114276.554	118151.578	122117.178	125814.69	127965.294	128264.731	125794.823	121673.358	117859.778	114979.567	108684.437	100784.01
7/19/2015	RTO	93576.354	87793.541	83674.203	80639.576	78805.876	78114.243	77911.228	82020.187	90864.11	100232.602	109784.485	118195.584	124469.421	128406.693	130711.601	132369.194	133524.615	133567.04	131608.941	127536.763	124033.507	121389.679	114486.614	105886.139
7/20/2015	RTO	98326.734	92674.935	88693.735	86418.426	86197.003	89130.602	93882.487	100770.387	108389.653	115595.104	122793.205	129013.285	134386.698	138751.374	141431.286	142650.914	143064.598	142433.007	140735.981	136637.895	132762.336	129418.628	120220.776	109631.1
7/21/2015	RTO	100799.126	94309.484	90037.291	87472.001	86821.042	89564.077	94317.95	100270.488	106514.144	112314.793	118056.942	122245.618	125422.211	127907.483	129721.284	131127.012	132102.981	131909.026	130178.313	125111.562	119685.61	115556.797	107019.575	97127.152
7/22/2015	RTO	88852.91	82954.506	79050.963	76606.866	76143.263	78378.59	82608.453	88751.699	94607.167	99877.338	104510.798	108762.304	112132.385	115538.263	118292.162	120514.779	122115.934	122269.631	119766.607	114290.133	109820.927	106987.242	99519.178	90603.406
7/23/2015	RTO	83111.9	77906.787	74610.351	72671.064	72572.084	75654.546	80107.975	85962.577	92056.139	97732.123	103231.465	107781.417	111641.107	115255.197	117850.386	119990.99	121755.388	122145.835	120105.508	115848.083	111130.471	108107.412	100639.39	91452.153
7/24/2015	RTO	83788.988	78358.553	74992.538	72995.961	72931.186	75494.589	79741.313	85782.087	92539.851	98811.267	104877.145	109790.26	114087.56	117531.278	120773.881	123046.07	124661.396	124626.667	122324.543	117331.061	111928.751	108506.227	101382.963	92539.483
7/25/2015	RTO	84751.009	79130.197	75373.409	72639.932	71474.428	71575.362	72185.877	76188.235	83505.38	91589.975	99246.045	106000.116	111291.32	115097.021	118233.756	120848.68	122782.299	123128.881	121225.558	116687.447	112131.428	109458.191	103056.259	94781.3
7/26/2015	RTO	87383.762	81685.089	77538.51	74602.167	72962.203	72423.918	72075.985	75040.06	82333.236	90548.777	98721.372	105587.424	111231.927	115614.285	118560.929	120583.409	121482.947	121448.081	119045.519	115388.67	113319.445	111556.363	104944.073	96966.284
7/27/2015	RTO	89572.115	84653.111	81501.327	79787.25	80066.393	83354.828	88623.613	94320.24	100699.865	106732.122	113569.641	119513.577	124861.107	129450.29	132514.227	134057.001	135191.807	135699.317	133738.212	129026.062	124716.362	121248.723	112640.034	103048.57
